title,Action,Science Fiction,Adventure,Drama,Crime,Thriller,Comedy,Romance,Western,Fantasy,War,Mystery,Horror,Animation,History,Music,Family,Tv Movie,Documentary
Spider-Man: No Way Home,0.7227266163634295,0.7551768790039607,0.8658960460233126,0.115235783085887,0.1090164450814287,0.2046475887032212,0.4511448948558494,0.1787527079774249,0.0535461191356754,0.7486590273834093,0.0644100779606745,0.3197311186908717,0.4714638828107284,0.5009489924270327,0.2356730730123383,0.0651423257112455,0.3990378742972073,0.088692042613181,0.0393956327359637
Captain America: The Winter Soldier,0.8716030284938217,0.8742541274710132,0.8669476844370146,0.2293604595467623,0.2812308756891566,0.4647159762884083,0.2173331849675709,0.104805207984325,0.0976462606417043,0.2061391131338463,0.1640563019196682,0.2503305280161775,0.1420597654817355,0.186054322521534,0.3367486416443969,0.1368142624920601,0.1649463875154506,0.0602749762251945,0.0604868585853978
The Hobbit: An Unexpected Journey,0.7895143446248297,0.2627156758955007,0.9063843295352344,0.1989546501648237,0.1811717796392929,0.2153574867962122,0.2925166184999102,0.1904439952517721,0.1202446545830207,0.9352144335778606,0.0875276527286655,0.157570809427493,0.1838159096285674,0.2665309643882457,0.1452115225057824,0.1389551216535954,0.3586314631371969,0.1112333811417156,0.0427838651175627
Batman v Superman: Dawn of Justice,0.928097867206832,0.8417524255028723,0.8105739844385463,0.1793077056952103,0.2715947396560413,0.296780880302062,0.1966009446699891,0.1134741657095328,0.0670941011122677,0.7906806567221187,0.1360711332094535,0.1338597538782197,0.2329013704434218,0.8014322931160228,0.1529952309084529,0.0778575277462145,0.2405043177020185,0.0635955515544515,0.0466186308676635
The Truman Show,0.2757939413430698,0.2830414768162736,0.3057267618100819,0.6379201310104784,0.2024320497968983,0.2939069806773223,0.6052973201519459,0.3566309522934434,0.0715964675468105,0.3246153115968012,0.1209561128689865,0.2407715745321878,0.2621890813597702,0.1668038900877656,0.1921869028084512,0.1712427988325987,0.225000808644003,0.080704422185456,0.1012410397041015
Thor: The Dark World,0.701485845551986,0.6236217960256045,0.7850015288134944,0.2237624798057554,0.2159725208801527,0.3464574423380397,0.2713981527489585,0.1646522032339072,0.0996215537719372,0.8158507728585978,0.1339040895498771,0.2225489709989783,0.3285476205268514,0.2199756850288526,0.112483386460562,0.1078708905108048,0.2981304521701541,0.0936124874425657,0.0460741514144345
Deadpool 2,0.7191274355683406,0.2482085305005587,0.7037955249047925,0.3105108678747271,0.3027500581480575,0.6154543443243162,0.496436912097941,0.1375880154695996,0.2748981827391964,0.1893334982170376,0.1088169115619176,0.1340183903638581,0.2723809709322755,0.1010761473571092,0.1321920588993138,0.1822433814412743,0.1513995199552754,0.0537296791594961,0.0323872319128359
The Hunger Games: Catching Fire,0.6839776708814058,0.7065379057320212,0.711298821515842,0.316229644480486,0.3023262737610626,0.3590199462295318,0.3685521912828782,0.2376050626882844,0.0931989169237372,0.2745414431871676,0.1312893683239607,0.1788016113160907,0.2668439851487211,0.1709407938682766,0.1596768533300152,0.1274687942407002,0.2431798432732143,0.0781679846689359,0.0626166849837301
The Intouchables,0.248652009165799,0.1514340800591685,0.1812545532407046,0.6927907578181836,0.3569666833561222,0.3745043824738243,0.6258651338430932,0.4441540692670815,0.0851149917339736,0.1888195450421802,0.0933264909853572,0.264508650398006,0.1885092492246501,0.1290097654039477,0.1434208043667855,0.1557444571370774,0.1886995027782164,0.0817471072028564,0.1249100985245368
Get Out,0.2359453128418082,0.1834000136365626,0.199040744499715,0.2716635502535724,0.5636524743301189,0.7599774468558775,0.3808709624042668,0.2731251052206035,0.1099199521219354,0.1417018511362609,0.0585278054523263,0.6257756388101511,0.7427404580267681,0.7252024624012223,0.0568389270926255,0.0631790161591826,0.0858095360550225,0.2737659198053915,0.0355018543627918
The Imitation Game,0.3436639596283431,0.2254709555848216,0.2659158574856822,0.6897627615413028,0.1919266627269833,0.6100390529184909,0.3684701896403267,0.3018199195102417,0.0677683520673204,0.1674487917383661,0.8566430077827466,0.1912432348702429,0.1381821162075442,0.1372659780046314,0.8672544597952446,0.1270820479063485,0.2026917461937233,0.0891558265453452,0.0536419455295231
The Hangover,0.3280486487236011,0.1613412462958839,0.2447389665842775,0.1570298734850827,0.2994641340779404,0.2686127562192971,0.8824043027678486,0.3592785738082727,0.0582476213076728,0.2218942038655515,0.037980529482404,0.2496911927979788,0.2046161593647889,0.1874262143731604,0.0333475940228027,0.1667791925294368,0.1907454481607365,0.0625133568868078,0.0261495739176603
The Empire Strikes Back,0.8604659818281966,0.9223321369233252,0.9161367333029052,0.1961560613880732,0.1536809772628398,0.3055246357695304,0.1372214866830391,0.1440348758389331,0.1596246651534064,0.2867912579249145,0.1560379231875512,0.2855975203931231,0.2889730377819302,0.2174222163294581,0.2000484981520931,0.0669281155609778,0.283758195406085,0.1465875597336272,0.0394426795227921
Kingsman: The Secret Service,0.7957451565796279,0.3356049507162917,0.8109272222665519,0.2367848089859264,0.6187153140668202,0.3993439876643682,0.5685988354797629,0.1582312223274386,0.1265522687515552,0.3649076300495661,0.1081961140416486,0.2517953405125178,0.1584340221483162,0.149461065770083,0.1711494951672146,0.1343742293367725,0.2116843547889483,0.0685757709734039,0.0501474317751999
La La Land,0.1018771473924765,0.0750833979350889,0.1105812798683203,0.663897619659796,0.1986520860917747,0.2496521705612978,0.6726465109759203,0.7961107125320115,0.0507562290809634,0.1361960445288184,0.055616144822428,0.1635546250306886,0.1212106237953157,0.1241556108409085,0.1000708457979001,0.8877748400918278,0.3011675261348321,0.0772502067122754,0.0714104969125153
Jurassic Park,0.5186101662298566,0.8632841444727503,0.8678669993459129,0.1368378545917242,0.1136674238598801,0.4035202893452388,0.3444338750763454,0.0759546754849419,0.0603671007188983,0.3687967930353988,0.0591980622531607,0.1789159140679041,0.5024212482751964,0.470644013825934,0.1124490547680854,0.0895756560088459,0.3615811759527259,0.0524203135710009,0.113296702767262
Pirates of the Caribbean: Dead Man's Chest,0.8259822713801653,0.2106288145069629,0.8990289061760304,0.1856203425568752,0.1676323251668525,0.32456057108225,0.3940147994787379,0.2390970388573164,0.113509045002653,0.8598729659532415,0.1613061589820883,0.1389525207311905,0.1545844388050702,0.1366119026980759,0.1557851743073061,0.1333357731252596,0.3035917217708155,0.0448834099443975,0.04106062693691
Saving Private Ryan,0.5109514669889049,0.1845566413755157,0.2161443011329006,0.6293166265346982,0.0922228965144317,0.340688763601299,0.0729833154616739,0.1175916968723999,0.5024093502994965,0.1146674091586455,0.9855199180516117,0.0803795745155539,0.1383823049429646,0.0576014785431538,0.8702219442583032,0.1152996110009366,0.1461305984692869,0.1281715160477732,0.0257126638729994
Baby Driver,0.6830104089278011,0.2788642999337026,0.2791590788173954,0.2899415567020783,0.8789403111553761,0.5041931678322549,0.4050050524357046,0.1904575978755078,0.0889985322414946,0.133432613547535,0.0671487977410962,0.1485094838734333,0.391824180825144,0.1345803354433061,0.0676072029450866,0.1787631364590034,0.1516961203395812,0.0751223261446985,0.0340708922527805
Schindler's List,0.2792410402403085,0.1538695010857456,0.248961252391757,0.7960548813419265,0.1825351666456545,0.2852395043337725,0.2896026396256822,0.2333971936737307,0.111335461191634,0.2121443942371298,0.9363564303086735,0.1367462884152001,0.1509073266795245,0.1275646990856118,0.8877655365519862,0.1491722249127987,0.1554774383897226,0.0674089966981316,0.0496744035069772
Return of the Jedi,0.8503907876159156,0.8402446737509868,0.8841044982434942,0.2291083012913933,0.1692623109032342,0.2941652157137104,0.1328086467355251,0.1168843972889094,0.1384755031073839,0.318807654469621,0.2053954902142842,0.2472296707663978,0.343084023838917,0.1868183530067754,0.3228371422826987,0.0800718731851354,0.3203688208618669,0.1191488323726177,0.0331043587274305
Spider-Man: Far From Home,0.8412177990033016,0.8527091308353986,0.862257610422517,0.1938815371975105,0.2101679823938651,0.3941855681130722,0.3455243570704369,0.2022390920605517,0.084734103509475,0.2853265662278911,0.103681027125116,0.2131165053138597,0.2574306779823264,0.2925675450576964,0.1164442238867513,0.103561237730784,0.2687616990263097,0.0790762523192157,0.0741916121410812
X-Men: Days of Future Past,0.8156578603009952,0.916485758125986,0.8339394261763665,0.2123307456824132,0.1506852418674052,0.4752251502236526,0.2395304487029525,0.1447853616157696,0.1351610698265844,0.3534776491770962,0.0989192631403872,0.1644975499958965,0.2996959023991069,0.2401580886036997,0.3544987328542502,0.0823464513403514,0.2165126850934048,0.0828173039537527,0.0397541741906651
Catch Me If You Can,0.3272218504975435,0.0832371068349268,0.1216136695495321,0.6785076923915384,0.8538984018031484,0.6244090717701771,0.4402590757276651,0.261162999655915,0.0688752359005588,0.0692716212831706,0.0727837194312184,0.1977845123130342,0.0694977866163332,0.1551542799827202,0.1113496213732567,0.0727729308805514,0.2480269090338073,0.4110676170402219,0.0209928054905039
Star Wars: The Last Jedi,0.8736969659761649,0.9007698492973244,0.8741265970863525,0.1934285863716807,0.1919818947414686,0.3387434339530559,0.1482035334353284,0.0936014557644881,0.1412877414568183,0.2072625175384317,0.3080554323021833,0.2378073903109208,0.3047692522652164,0.2439738089531871,0.2181060714893174,0.0653847929763291,0.2951681646181962,0.1673287617310973,0.0369208110951241
Spider-Man 2,0.7738141291365135,0.5374150004468563,0.8144720666759195,0.203969995398559,0.1379774480715735,0.1974735169327963,0.3735049810923223,0.2896354593222885,0.0537032222055542,0.8079308392700472,0.0592211054930476,0.269764210610171,0.3160760449277822,0.4615910207756948,0.1647477996223475,0.085987616652118,0.2465996675120951,0.0996619368281252,0.033684247242782
Spider-Man: Into the Spider-Verse,0.849959311679252,0.7974054393709489,0.8491961877187125,0.228905479086717,0.2127163109275994,0.22757223453664,0.249656566379962,0.1596980075619813,0.1026253362009308,0.4127729393669391,0.0616941665731286,0.17794777042049,0.4059482884987702,0.8662515116032087,0.2014684958418406,0.0774102747014138,0.1600126753500965,0.0744273798556464,0.0346353576214168
The Departed,0.468052593098687,0.2284868682203206,0.2458111627139355,0.647962527755842,0.8505421654378315,0.8027393809199486,0.2589017621791492,0.1665545614329681,0.1268271322233342,0.223186236087796,0.1287344939758534,0.3330662570118935,0.2305507931254857,0.0965938668087372,0.2430776929225759,0.1236200353990443,0.1121634962508529,0.1261988806131148,0.0492361341693902
The Grand Budapest Hotel,0.4328677022416126,0.1775719181614229,0.289662047466809,0.5831289630590155,0.4089879141108776,0.4300772853875589,0.5461873808542929,0.2544623138396664,0.1400442426019453,0.2388837555366223,0.1207351435871356,0.4095987064680012,0.2273877203151679,0.1721286232210526,0.1983607953278062,0.1343054099724513,0.1857980363564476,0.0692042705040483,0.0439621179564905
Eternal Sunshine of the Spotless Mind,0.1960502412904564,0.6542811154796621,0.2455951760287491,0.6024496427575405,0.1392504653286867,0.2895777675917782,0.4751249526148148,0.7079135467806259,0.0653494025181891,0.1911534823995661,0.0670033732744428,0.2131363820405919,0.1801356348806085,0.1035718040355894,0.1009780330569651,0.137881543610686,0.1801086266914061,0.1466720310665528,0.0349781448196742
Léon: The Professional,0.6422238125622295,0.1608931118510506,0.253753090696355,0.5773559859838513,0.682322847222196,0.3456112817413223,0.4043610415043774,0.3203405146262793,0.0928633425892814,0.2032165782443564,0.1054357019123308,0.1955343834211755,0.1872262001190361,0.1150751935005671,0.1230754444604736,0.1307699412542001,0.3200171625974776,0.0771011072761014,0.0445388104075406
Pirates of the Caribbean: At World's End,0.8605116129001741,0.2854301641292047,0.8943210058379697,0.2017669108404476,0.1074938664539442,0.2797877393616877,0.2977441920720811,0.1834825348040364,0.0970405889961555,0.886998954801851,0.3934959988544948,0.1308299213021978,0.2222757355098254,0.1967867646253893,0.2426179957726876,0.1467430646124924,0.2866975655292795,0.0577669290671555,0.0379853458098143
The Hobbit: The Battle of the Five Armies,0.847056899423543,0.2274171167941746,0.8509336351152047,0.2191387580624382,0.1919454776510885,0.2479565642358325,0.2033726373541993,0.1738635506150377,0.268823874708896,0.8547068694171859,0.2853559830259702,0.1789444187613967,0.2266770377746011,0.1931971102917681,0.2373954310701184,0.1367451177982513,0.2085614992571865,0.0641128189315033,0.0376331412531575
Reservoir Dogs,0.4961332622206565,0.1851137079825827,0.2154100703735638,0.2727493390871505,0.9468808126006376,0.7411133700841043,0.2741172629834483,0.1144276845261864,0.1339899671248168,0.1127402321182083,0.0845430488476985,0.344109115919991,0.132759717089311,0.0996412117892913,0.0943099082296708,0.100270100132497,0.1508527071335972,0.042115840284922,0.0295780235158173
The Hateful Eight,0.3452625610477675,0.1622690144907331,0.2236934786496451,0.5611126059298279,0.674985279425156,0.4766275088077915,0.2652020828752592,0.2518538168367186,0.8548154342607074,0.1584120555820842,0.157572656109887,0.7056950286463967,0.3062722994001252,0.1118702474611551,0.1971698756944873,0.1650291467766559,0.1052072054752593,0.0541784695674208,0.0952352025829285
Pirates of the Caribbean: On Stranger Tides,0.7888062906851334,0.2047559314746689,0.9073502376387116,0.278161043035566,0.1690069398824888,0.2738202422866212,0.3988544351827353,0.2961010838447323,0.1038208710257737,0.9026075293841674,0.152316287545602,0.1999627304512382,0.2205491857873721,0.2260170809388505,0.2015566483974571,0.1284363518574967,0.4120135584365974,0.0481233506669258,0.0387240284914294
Spider-Man 3,0.6989150691320489,0.3052568789233054,0.7240340291604126,0.1539753907406496,0.2093415620242472,0.3450723308098359,0.4018996397501963,0.233553475102728,0.0484630616923522,0.7231799680915099,0.0603286065840313,0.3840592298147075,0.4480635227960273,0.3105384352037412,0.1458679468602139,0.0929081148441299,0.2481636238083333,0.1144925335844188,0.0342328266005786
A Quiet Place,0.238300919945529,0.9150154979233178,0.306043305800783,0.3299708825537899,0.0996266345185766,0.5373267249455252,0.2252415890241015,0.0712489494351253,0.0732236609202579,0.1484687751608495,0.0485579017789988,0.2878017959870352,0.907837074653096,0.0925181248117971,0.0435786072953748,0.0582242954505552,0.1632833509011887,0.1482983496125182,0.0420647189351365
Edge of Tomorrow,0.7400530657149162,0.8099170775585731,0.5049381062362841,0.2588468799188106,0.1946536492518713,0.379643749416943,0.2069373157827759,0.1654948016468115,0.0947008710373554,0.3810179619056555,0.3415118225830166,0.1817657808818961,0.4511641444365664,0.1689977640510956,0.2315533321809423,0.0985590882489001,0.1854267157344312,0.0633689120308969,0.0588360372180713
Jumanji: Welcome to the Jungle,0.4398217594633617,0.3097089748272306,0.7931675112297232,0.2585393396158775,0.0983249585548298,0.292451623616856,0.6379276820836858,0.152984454339347,0.0420472902027454,0.8534160059438021,0.0552750330885176,0.1977734964837302,0.407759777659092,0.1448473332163001,0.0733855585926515,0.0726523838271953,0.5024660089637129,0.120965123357214,0.0894356648860915
Blade Runner,0.4709319662741671,0.7656813937642829,0.1949600298400125,0.5334455819093262,0.4604386174881427,0.6751296487854433,0.2611345258126071,0.2752831436603135,0.1045825367721814,0.2654645387686573,0.0718056474362472,0.2387522905781231,0.3168251095470306,0.1639373492876063,0.0811140087578505,0.0810079354741273,0.128023345499645,0.0721731227461263,0.0673169560549239
Hacksaw Ridge,0.5380494347957523,0.144712332470852,0.2732215586106594,0.6952374779407783,0.1942420348324527,0.2076550269333175,0.2047087418147234,0.1941770104518383,0.1913776356294484,0.1748319005872148,0.9060954885922282,0.1215970115421044,0.2676125853060139,0.1234681042327122,0.8878756743937606,0.1033592742990847,0.1528801908521979,0.058298201114257,0.0496270357349005
Ant-Man and the Wasp,0.733902089076433,0.7554729232413636,0.702380500434693,0.3116580706453749,0.3227133817434582,0.3928109911850602,0.2428188084459843,0.1449685097094767,0.1105641262251316,0.3097242759582705,0.1374328100860145,0.272844303362074,0.2947675016999064,0.1833162952060757,0.1020605122907552,0.1198643250822929,0.2728571136288207,0.0683322219375576,0.03604106770551
The Amazing Spider-Man 2,0.7787426335025106,0.6572778296862096,0.7907045369084943,0.1736717989681451,0.1710435391707064,0.3007975663074874,0.3498173590887786,0.2207099801530648,0.0341974075795101,0.7582084251377599,0.0701701451442153,0.2137263685559467,0.4065164123203367,0.3967672050231822,0.1130068090869917,0.0524041181289388,0.2023513353526917,0.0891738912379436,0.0360542466673418
Blade Runner 2049,0.4328233050444411,0.8081594353953488,0.2501180083948395,0.609699801147329,0.3169308812415725,0.5732636146088221,0.224380080824902,0.1895269224829054,0.1269440684558471,0.2810998780611283,0.1391974941526943,0.2558129271304966,0.2785617246678307,0.1174035680628008,0.2147876391694555,0.1097184792393648,0.2102079270570962,0.1094322266017877,0.0489409239723724
The Hobbit: The Desolation of Smaug,0.8332669801978917,0.3476338246327319,0.9060030119203584,0.1883862618864525,0.1764856861910586,0.2817456909532818,0.220894460586538,0.1174569194293548,0.1829593361833744,0.8976166888059085,0.1887944444366712,0.2022601565383019,0.2594377578052061,0.2704181133839844,0.2119411893420029,0.0896248389378201,0.3094582431891822,0.0869989524051981,0.0452315322743761
Life Is Beautiful,0.1537781787419924,0.0936805323048176,0.2348968906650727,0.8369189422912084,0.410405427765452,0.4233047186455121,0.5076717648759063,0.4501161621452981,0.1109631077607545,0.3041108792202753,0.4242364482355796,0.1393546934550678,0.109591762394435,0.0987301802258233,0.2756654563118363,0.7021422566861018,0.63899067374935,0.0625787674760079,0.0386449425652832
